id,url,title,authorName,thumbnailUrl,visibleText,source
"7541759005887171841","https://www.tiktok.com/@powerpump45/video/7541759005887171841","5 ท่า Mobility สำหรับนักฟุตบอลป้องกันการบาดเจ็บและเสริมความมั่นใจก่อนเล่น . . #mobility ##football #basicmakeperfect #powerpump45 #fyp  @powerpump45  @powerpump45  @powerpump45 ","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/o4ishAO0VARGATNAizaNCItBKtpfIMTACT9wEB~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=vRDdX9iaPdVCIskYrQrml72Gbjo%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","1270","visible-page+oembed"
"7538300773256498433","https://www.tiktok.com/@powerpump45/video/7538300773256498433","","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oQKWES6ERcKfywcS2gRWfQQnQAQogmDs3itBFB~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=IUbOX2mF9sWaSzLGbg1KL26mH8o%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","34.2K","visible-page+oembed"
"7537295012162178311","https://www.tiktok.com/@powerpump45/video/7537295012162178311","4 ท่า ป้องกันอาการบาดเจ็บใต้เข่า (Osgood-Schlatter) . . #Osgood #เจ็บใต้เข่า  #ฟื้นฟูอาการบาดเจ็บ #ป้องกันการบาดเจ็บ  #PowerPump45 #ศูนย์พัฒนากีฬา #ซอยนวลจันทร์28","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oMGllEQDoBstKjwFElPdfAIVEB3zfmsgkRQ80z~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=x0XBPEAp4xTvQZHmIkYEmVEy%2BAU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","12.2K","visible-page+oembed"
"7535819582674636040","https://www.tiktok.com/@powerpump45/video/7535819582674636040","5 สัญญาณ พ่อแม่ 👨🏻👩🏻 ช่วยเหลือลูกมากเกินไป . ""การสนับสนุนเป็นสิ่งที่ดี แต่การช่วยเหลือที่มากเกินไปอาจส่งผลเสียต่อการพัฒนาของนักกีฬาได้""  . ลองสำรวจดูนะ ว่ากำลังเจอสัญญาณเหล่านี้อยู่รึเปล่า ??? . #chanceisyourself #น#นักกีฬาเยาวชนพ#พ่อแม่และลูก#ครอบครัว#จ#จิตวิทยาการกีฬาpowerpump45 @powerpump45  @powerpump45  @powerpump45 ","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/ooKHJIbsUroAPOXn9lE5BFlERBADkgvceIfSO0~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=NGS3YDbAbvxFiBX5xgGss925Qy8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","977","visible-page+oembed"
"7534343255152954642","https://www.tiktok.com/@powerpump45/video/7534343255152954642","“กลัวอ้วน…เลยไม่กินคาร์บ นักฟุตบอลจะเป็นยังไง?” #คาร์บไม่ผิด #SportNutrition#โภชนาการกีฬา #Powerpump45","powerpump45","https://p19-common-sign.tiktokcdn.com/tos-alisg-p-0037/osRA8Bi6U2BAICwO6KAuidPAfyKAC0ICXjEj6Y~tplv-tiktokx-dmt-logom:tos-alisg-i-0068/oA9ABl5wEiAPUCc9vbdiUARIEAaXYALBvyVI9.image?dr=14573&x-expires=1780556400&x-signature=0%2FwfjA9PiPxaNqLUgp1er6585gg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","1078","visible-page+oembed"
"7533224326330436872","https://www.tiktok.com/@powerpump45/video/7533224326330436872","เพียงร่างกายแข็งแรง  ก็พัฒนาให้ทันได้ . #เริ่มช้าก็ทันได้ #ถ้าร่างกายแข็งแรง #fyp#น้องโฟกัส #basicmakeperfect#ฟีด #powerpump45","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/o4fhRi6yb0J8EwiBYYSiaCqBAhbtRIILF2qABA~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=%2BhXO0HzT5SlDeUvNzxNL7%2BF4f9Y%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","913","visible-page+oembed"
"7531572899862367489","https://www.tiktok.com/@powerpump45/video/7531572899862367489","ใครควบคุมร่างกายได้ก่อน คนนั้นควบคุมเกมส์ได้ก่อน . #bodycontrol #fyp  #basicmakeperfect #ฟีด  #powerpump45 #thailand  @powerpump45  @powerpump45  @powerpump45 ","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/o06EsfYLEgmRDfAQADjEAUCUCBhFIFc2oXXWAE~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=fvF0TwvEGZBlMNe1SeLCQ5XxDXs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","1301","visible-page+oembed"
"7530466901030374672","https://www.tiktok.com/@powerpump45/video/7530466901030374672","การผ่าตัด ACL ไม่ได้หมายความว่า “จบ” แต่มันคือจุดเริ่มต้นของการฟื้นฟู เพื่อให้คุณ “กลับมาเล่น” อย่างมั่นใจ และ “ไม่กลับไปเจ็บซ้ำ” ที่เดิม . #recoveryispossible ##acl #fyp #basicmakeperfect  #powerpump45 #thailand  @powerpump45  @powerpump45  @powerpump45 ","powerpump45","https://p19-common-sign.tiktokcdn.com/tos-alisg-p-0037/okXhKL2RIgIQAABTlGefQArAGAGriGQaGAfeJS~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=DtyJLpcW1jMh1338RaIoWzS%2FP8Y%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","6323","visible-page+oembed"
"7528693718417804545","https://www.tiktok.com/@powerpump45/video/7528693718417804545","“ทุกทักษะที่เฉียบคม ล้วนยืนอยู่บนพื้นฐานของแกนกลางที่มั่นคง” หากไม่มีความแข็งแรงจากภายใน การเคลื่อนไหวภายนอกย่อมไร้เสถียรภาพ #stability #fyp #control  #basicmakeperfect #ฟีด  #powerpump45 #thailand  @powerpump45  @powerpump45  @powerpump45 ","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/o0b8iFSPwW3IAEvz0AIBudiSCGA7KafSBJAYBA~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=QYAlhSFhL9ZyxPteIZo51%2ByFv40%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","1111","visible-page+oembed"
"7528275582585539858","https://www.tiktok.com/@powerpump45/video/7528275582585539858","อาหาร 🥗 = การพัฒนา 💪🏻 #โภชนาการกีฬา#fyp#สิ่งที่ต้องรู้#SportNutrition #powerpump45","powerpump45","https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/o0sI1fc5aAijDXgIBe9EArCozDeFEIr9QL3ojB~tplv-tiktokx-origin.image?dr=14575&x-expires=1780556400&x-signature=LZkErE9mDramxM9EJKpgfYQNFOM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1","3726","visible-page+oembed"
